seller_id,month_index,revenue
04aba03279157f6d4e0fe8ccaf21963c,15,624.48
04aba03279157f6d4e0fe8ccaf21963c,16,136.07999999999998
04aba03279157f6d4e0fe8ccaf21963c,17,144.5
04aba03279157f6d4e0fe8ccaf21963c,18,372.27
04aba03279157f6d4e0fe8ccaf21963c,19,212.38
04aba03279157f6d4e0fe8ccaf21963c,21,187.1
04aba03279157f6d4e0fe8ccaf21963c,23,236.46
04e38a233f726ef161074ab1c9b0399a,12,372.62
04e38a233f726ef161074ab1c9b0399a,13,35.01
04e38a233f726ef161074ab1c9b0399a,14,706.4
04e38a233f726ef161074ab1c9b0399a,16,125.03
04e38a233f726ef161074ab1c9b0399a,18,231.18
04e38a233f726ef161074ab1c9b0399a,19,294.84000000000003
04e38a233f726ef161074ab1c9b0399a,20,46.19
04ee0ec01589969663ba5967c0e0bdc0,23,314.32
04fdea0c111866e6cf812f1570d6b5bd,13,104.48
04fdea0c111866e6cf812f1570d6b5bd,14,112.92
04fdea0c111866e6cf812f1570d6b5bd,15,351.87
04fdea0c111866e6cf812f1570d6b5bd,16,692.68
0509040ea3fe50071181bbc359eb7738,8,239.45
0509040ea3fe50071181bbc359eb7738,9,318.87
0509040ea3fe50071181bbc359eb7738,10,43.089999999999996
0509040ea3fe50071181bbc359eb7738,11,296.94
0509040ea3fe50071181bbc359eb7738,12,341.5
0509040ea3fe50071181bbc359eb7738,13,56.05
0509040ea3fe50071181bbc359eb7738,14,854.44
0509040ea3fe50071181bbc359eb7738,15,1017.9
0509040ea3fe50071181bbc359eb7738,16,466.28
0509040ea3fe50071181bbc359eb7738,17,500.53999999999996
0509040ea3fe50071181bbc359eb7738,18,264.19
0509040ea3fe50071181bbc359eb7738,19,305.22
0509040ea3fe50071181bbc359eb7738,20,153.64000000000001
0509040ea3fe50071181bbc359eb7738,21,72.05
0509040ea3fe50071181bbc359eb7738,22,182.56
0509040ea3fe50071181bbc359eb7738,23,70.38
052577151711aec5c744fe12e66db3e1,13,729.65
052577151711aec5c744fe12e66db3e1,14,714.18
052577151711aec5c744fe12e66db3e1,15,1526.5900000000001
054694fa03fe82cec4b7551487331d74,4,2594.42
054694fa03fe82cec4b7551487331d74,5,286.31
054694fa03fe82cec4b7551487331d74,6,1206.75
054694fa03fe82cec4b7551487331d74,7,466.28
054694fa03fe82cec4b7551487331d74,8,2628.19
054694fa03fe82cec4b7551487331d74,9,479.17
054694fa03fe82cec4b7551487331d74,12,806.0
054694fa03fe82cec4b7551487331d74,13,525.32
054694fa03fe82cec4b7551487331d74,16,1075.0
054694fa03fe82cec4b7551487331d74,19,636.31
056b4ada5bbc2c50cc7842547dda6b51,15,1057.19
056b4ada5bbc2c50cc7842547dda6b51,16,307.93
056b4ada5bbc2c50cc7842547dda6b51,17,1515.13
056b4ada5bbc2c50cc7842547dda6b51,18,541.21
056b4ada5bbc2c50cc7842547dda6b51,19,732.22
056b4ada5bbc2c50cc7842547dda6b51,20,1406.58
056b4ada5bbc2c50cc7842547dda6b51,21,3609.67
056b4ada5bbc2c50cc7842547dda6b51,22,2016.22
056b4ada5bbc2c50cc7842547dda6b51,23,2453.26
0570350b23eda5444f8d1d9544932058,19,300.89
0570350b23eda5444f8d1d9544932058,20,450.87
05730013efda596306417c3b09302475,22,280.65
05730013efda596306417c3b09302475,23,888.02
058cb5aeb36d7c0fcae20fc85d5e0a59,12,262.96000000000004
058cb5aeb36d7c0fcae20fc85d5e0a59,13,157.45
058cb5aeb36d7c0fcae20fc85d5e0a59,16,123.6
058cb5aeb36d7c0fcae20fc85d5e0a59,19,153.93
058cb5aeb36d7c0fcae20fc85d5e0a59,20,765.48
058cb5aeb36d7c0fcae20fc85d5e0a59,22,313.82
058cb5aeb36d7c0fcae20fc85d5e0a59,23,330.18
058fd0aa2bfdb2274e05e1ae971dabb6,11,158.25
058fd0aa2bfdb2274e05e1ae971dabb6,12,322.98
058fd0aa2bfdb2274e05e1ae971dabb6,13,633.28
058fd0aa2bfdb2274e05e1ae971dabb6,14,1454.15
058fd0aa2bfdb2274e05e1ae971dabb6,15,2464.9
058fd0aa2bfdb2274e05e1ae971dabb6,16,573.05
058fd0aa2bfdb2274e05e1ae971dabb6,17,134.59
058fd0aa2bfdb2274e05e1ae971dabb6,18,863.93
058fd0aa2bfdb2274e05e1ae971dabb6,19,886.46
058fd0aa2bfdb2274e05e1ae971dabb6,20,709.41
058fd0aa2bfdb2274e05e1ae971dabb6,21,354.8
05a48cc8859962767935ab9087417fbb,23,59.39
05a940b4ecae36cadfd8e93bd9c43257,10,57.53
05a940b4ecae36cadfd8e93bd9c43257,11,249.70000000000005
05a940b4ecae36cadfd8e93bd9c43257,12,120.72
05a940b4ecae36cadfd8e93bd9c43257,15,100.16
05a940b4ecae36cadfd8e93bd9c43257,16,555.78
05a940b4ecae36cadfd8e93bd9c43257,17,65.05
05aebce0b5c8f0d41b29b686f2d05fd3,18,44.33
05aebce0b5c8f0d41b29b686f2d05fd3,23,76.55
05ca864204d09595ae591b93ea9cf93d,23,188.42000000000002
05d2173d43ea568aa0540eba70d2ca76,12,93.3
05d2173d43ea568aa0540eba70d2ca76,14,391.86
05d2173d43ea568aa0540eba70d2ca76,15,834.28
