date_key,full_date,year,quarter,month,month_name,month_index
20180526,2018-05-26,2018,2,5,May,20
20180527,2018-05-27,2018,2,5,May,20
20180528,2018-05-28,2018,2,5,May,20
20180529,2018-05-29,2018,2,5,May,20
20180530,2018-05-30,2018,2,5,May,20
20180531,2018-05-31,2018,2,5,May,20
20180601,2018-06-01,2018,2,6,June,21
20180602,2018-06-02,2018,2,6,June,21
20180603,2018-06-03,2018,2,6,June,21
20180604,2018-06-04,2018,2,6,June,21
20180605,2018-06-05,2018,2,6,June,21
20180606,2018-06-06,2018,2,6,June,21
20180607,2018-06-07,2018,2,6,June,21
20180608,2018-06-08,2018,2,6,June,21
20180609,2018-06-09,2018,2,6,June,21
20180610,2018-06-10,2018,2,6,June,21
20180611,2018-06-11,2018,2,6,June,21
20180612,2018-06-12,2018,2,6,June,21
20180613,2018-06-13,2018,2,6,June,21
20180614,2018-06-14,2018,2,6,June,21
20180615,2018-06-15,2018,2,6,June,21
20180616,2018-06-16,2018,2,6,June,21
20180617,2018-06-17,2018,2,6,June,21
20180618,2018-06-18,2018,2,6,June,21
20180619,2018-06-19,2018,2,6,June,21
20180620,2018-06-20,2018,2,6,June,21
20180621,2018-06-21,2018,2,6,June,21
20180622,2018-06-22,2018,2,6,June,21
20180623,2018-06-23,2018,2,6,June,21
20180624,2018-06-24,2018,2,6,June,21
20180625,2018-06-25,2018,2,6,June,21
20180626,2018-06-26,2018,2,6,June,21
20180627,2018-06-27,2018,2,6,June,21
20180628,2018-06-28,2018,2,6,June,21
20180629,2018-06-29,2018,2,6,June,21
20180630,2018-06-30,2018,2,6,June,21
20180701,2018-07-01,2018,3,7,July,22
20180702,2018-07-02,2018,3,7,July,22
20180703,2018-07-03,2018,3,7,July,22
20180704,2018-07-04,2018,3,7,July,22
20180705,2018-07-05,2018,3,7,July,22
20180706,2018-07-06,2018,3,7,July,22
20180707,2018-07-07,2018,3,7,July,22
20180708,2018-07-08,2018,3,7,July,22
20180709,2018-07-09,2018,3,7,July,22
20180710,2018-07-10,2018,3,7,July,22
20180711,2018-07-11,2018,3,7,July,22
20180712,2018-07-12,2018,3,7,July,22
20180713,2018-07-13,2018,3,7,July,22
20180714,2018-07-14,2018,3,7,July,22
20180715,2018-07-15,2018,3,7,July,22
20180716,2018-07-16,2018,3,7,July,22
20180717,2018-07-17,2018,3,7,July,22
20180718,2018-07-18,2018,3,7,July,22
20180719,2018-07-19,2018,3,7,July,22
20180720,2018-07-20,2018,3,7,July,22
20180721,2018-07-21,2018,3,7,July,22
20180722,2018-07-22,2018,3,7,July,22
20180723,2018-07-23,2018,3,7,July,22
20180724,2018-07-24,2018,3,7,July,22
20180725,2018-07-25,2018,3,7,July,22
20180726,2018-07-26,2018,3,7,July,22
20180727,2018-07-27,2018,3,7,July,22
20180728,2018-07-28,2018,3,7,July,22
20180729,2018-07-29,2018,3,7,July,22
20180730,2018-07-30,2018,3,7,July,22
20180731,2018-07-31,2018,3,7,July,22
20180801,2018-08-01,2018,3,8,August,23
20180802,2018-08-02,2018,3,8,August,23
20180803,2018-08-03,2018,3,8,August,23
20180804,2018-08-04,2018,3,8,August,23
20180805,2018-08-05,2018,3,8,August,23
20180806,2018-08-06,2018,3,8,August,23
20180807,2018-08-07,2018,3,8,August,23
20180808,2018-08-08,2018,3,8,August,23
20180809,2018-08-09,2018,3,8,August,23
20180810,2018-08-10,2018,3,8,August,23
20180811,2018-08-11,2018,3,8,August,23
20180812,2018-08-12,2018,3,8,August,23
20180813,2018-08-13,2018,3,8,August,23
20180814,2018-08-14,2018,3,8,August,23
20180815,2018-08-15,2018,3,8,August,23
20180816,2018-08-16,2018,3,8,August,23
20180817,2018-08-17,2018,3,8,August,23
20180818,2018-08-18,2018,3,8,August,23
20180819,2018-08-19,2018,3,8,August,23
20180820,2018-08-20,2018,3,8,August,23
20180821,2018-08-21,2018,3,8,August,23
20180822,2018-08-22,2018,3,8,August,23
20180823,2018-08-23,2018,3,8,August,23
20180824,2018-08-24,2018,3,8,August,23
20180825,2018-08-25,2018,3,8,August,23
20180826,2018-08-26,2018,3,8,August,23
20180827,2018-08-27,2018,3,8,August,23
20180828,2018-08-28,2018,3,8,August,23
20180829,2018-08-29,2018,3,8,August,23
20180830,2018-08-30,2018,3,8,August,23
20180831,2018-08-31,2018,3,8,August,23
20180901,2018-09-01,2018,3,9,September,24
20180902,2018-09-02,2018,3,9,September,24
20180903,2018-09-03,2018,3,9,September,24
20180904,2018-09-04,2018,3,9,September,24
20180905,2018-09-05,2018,3,9,September,24
20180906,2018-09-06,2018,3,9,September,24
20180907,2018-09-07,2018,3,9,September,24
20180908,2018-09-08,2018,3,9,September,24
20180909,2018-09-09,2018,3,9,September,24
20180910,2018-09-10,2018,3,9,September,24
20180911,2018-09-11,2018,3,9,September,24
20180912,2018-09-12,2018,3,9,September,24
20180913,2018-09-13,2018,3,9,September,24
20180914,2018-09-14,2018,3,9,September,24
20180915,2018-09-15,2018,3,9,September,24
20180916,2018-09-16,2018,3,9,September,24
20180917,2018-09-17,2018,3,9,September,24
20180918,2018-09-18,2018,3,9,September,24
20180919,2018-09-19,2018,3,9,September,24
20180920,2018-09-20,2018,3,9,September,24
20180921,2018-09-21,2018,3,9,September,24
20180922,2018-09-22,2018,3,9,September,24
20180923,2018-09-23,2018,3,9,September,24
20180924,2018-09-24,2018,3,9,September,24
20180925,2018-09-25,2018,3,9,September,24
20180926,2018-09-26,2018,3,9,September,24
20180927,2018-09-27,2018,3,9,September,24
20180928,2018-09-28,2018,3,9,September,24
20180929,2018-09-29,2018,3,9,September,24
20180930,2018-09-30,2018,3,9,September,24
20181001,2018-10-01,2018,4,10,October,25
20181002,2018-10-02,2018,4,10,October,25
20181003,2018-10-03,2018,4,10,October,25
20181004,2018-10-04,2018,4,10,October,25
20181005,2018-10-05,2018,4,10,October,25
20181006,2018-10-06,2018,4,10,October,25
20181007,2018-10-07,2018,4,10,October,25
20181008,2018-10-08,2018,4,10,October,25
20181009,2018-10-09,2018,4,10,October,25
20181010,2018-10-10,2018,4,10,October,25
20181011,2018-10-11,2018,4,10,October,25
20181012,2018-10-12,2018,4,10,October,25
20181013,2018-10-13,2018,4,10,October,25
20181014,2018-10-14,2018,4,10,October,25
20181015,2018-10-15,2018,4,10,October,25
20181016,2018-10-16,2018,4,10,October,25
20181017,2018-10-17,2018,4,10,October,25
